y_real,y_pred_orig,y_pred_clean,residuo_orig,residuo_clean
99000.00000000004,448284.75271435454,417801.8186308005,-349284.7527143545,-318801.81863080047
509999.9999999998,259325.17540551233,275395.429919599,250674.8245944875,234604.57008040085
315000.0000000002,307857.36588480667,313439.3995875263,7142.634115193505,1560.6004124738974
270000.00000000006,357914.5077147312,366832.2495342018,-87914.50771473115,-96832.24953420175
280000.0,273785.0226107138,276966.57292986504,6214.977389286214,3033.4270701349596
328400.0,238569.84396056147,236192.52583753498,89830.15603943853,92207.47416246502
58999.99999999997,130275.84729693773,127069.63401901296,-71275.84729693776,-68069.63401901298
159999.99999999997,197137.01067584511,200136.75258491124,-37137.010675845144,-40136.75258491127
344999.9999999997,288018.8364478782,299814.02083731646,56981.16355212149,45185.979162683245
299250.00000000023,192289.29235837937,188063.9044287493,106960.70764162086,111186.09557125095
229000.00000000006,205423.5422226925,204613.1068034267,23576.457777307573,24386.893196573365
284999.99999999994,222925.42618250154,224197.3316112687,62074.5738174984,60802.668388731254
440000.0000000002,421507.2119579088,430414.66396193946,18492.788042091357,9585.33603806072
495999.99999999994,662982.0790793438,702180.3961562488,-166982.07907934388,-206180.3961562488
157999.99999999997,307406.58697693254,303892.5090426519,-149406.58697693257,-145892.50904265195
216274.99999999983,250750.33673182662,247104.98026917403,-34475.3367318268,-30829.980269174208
259499.99999999985,222939.92215059765,222580.55735420223,36560.07784940221,36919.44264579762
444999.9999999997,318183.0530755534,338151.44259582396,126816.94692444633,106848.55740417575
74899.99999999999,90851.41827364541,91492.94276274851,-15951.418273645424,-16592.942762748527
145000.00000000012,105134.92828672919,101107.91186060569,39865.071713270925,43892.08813939443
166719.99999999985,142374.4640507226,142050.17345234225,24345.535949277255,24669.826547657605
139000.00000000003,440211.14418328594,452323.7936072179,-301211.1441832859,-313323.79360721784
230000.0000000001,384793.28327025654,399507.4134055029,-154793.28327025645,-169507.41340550283
205000.0,205558.61995899698,204335.4395424076,-558.6199589969765,664.5604575923935
212000.00000000017,236229.61699891213,228690.3678628135,-24229.61699891195,-16690.36786281332
175000.00000000012,221067.79425810816,224334.22898757618,-46067.79425810804,-49334.22898757606
226300.0,238831.44426985196,237579.95309903493,-12531.444269851956,-11279.95309903493
271999.9999999999,182176.72621073129,181442.96737297357,89823.2737892686,90557.03262702632
189280.00000000006,436510.47550165124,431101.1941689954,-247230.47550165118,-241821.19416899537
259999.9999999998,463018.92385713797,467417.072483211,-203018.92385713817,-207417.0724832112
254000.0000000002,430469.3052285839,475664.9848931041,-176469.30522858372,-221664.98489310392
210000.0,307782.09985688777,309536.4310152936,-97782.09985688777,-99536.43101529358
356999.99999999994,471634.6128376745,481286.0556830175,-114634.61283767456,-124286.05568301753
159999.99999999997,203237.12766312907,189691.421776741,-43237.1276631291,-29691.421776741015
618595.9999999997,695324.3563593841,729088.4861258096,-76728.35635938449,-110492.48612580996
